layer,task_name,seed,noise_level,proposer_type,budget,selected_candidate_id,selected_model_name,selected_observation_label,selected_delay_label,observation_label_recovered,delay_label_recovered,candidate_family_recovered,best_rolling_error_after_k,top_epsilon_hit,valid_proposal_rate,duplicate_rate,out_of_allowlist_rejection_rate,claim_safety_violation_rate,budget_to_recover_true_label,budget_to_top_epsilon
synthetic_execution,direct_signal,1,0.0,exhaustive_oracle,5,direct_signal:1:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.0,exhaustive_oracle,10,direct_signal:1:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.0,exhaustive_oracle,20,direct_signal:1:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,mock_api_proposer,3,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,mock_api_proposer,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,mock_api_proposer,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,mock_api_proposer,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,deterministic_seed_proposer,3,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,deterministic_seed_proposer,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,deterministic_seed_proposer,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,deterministic_seed_proposer,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,random_candidate_proposer,3,direct_signal:1:0.05:no_observation_direct,no_observation_search_discovery,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,random_candidate_proposer,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,random_candidate_proposer,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,random_candidate_proposer,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,failure_guided_proposer,3,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,failure_guided_proposer,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,failure_guided_proposer,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,failure_guided_proposer,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,no_observation_label_baseline,3,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,no_observation_label_baseline,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,no_observation_label_baseline,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,no_observation_label_baseline,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,exhaustive_oracle,3,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,exhaustive_oracle,5,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,exhaustive_oracle,10,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.05,exhaustive_oracle,20,direct_signal:1:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.03242734564801033,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,mock_api_proposer,3,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,mock_api_proposer,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,mock_api_proposer,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,mock_api_proposer,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,deterministic_seed_proposer,3,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,deterministic_seed_proposer,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,deterministic_seed_proposer,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,deterministic_seed_proposer,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,random_candidate_proposer,3,direct_signal:1:0.1:no_observation_direct,no_observation_search_discovery,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,random_candidate_proposer,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,random_candidate_proposer,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,random_candidate_proposer,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,failure_guided_proposer,3,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,failure_guided_proposer,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,failure_guided_proposer,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,failure_guided_proposer,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,no_observation_label_baseline,3,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,no_observation_label_baseline,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,no_observation_label_baseline,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,no_observation_label_baseline,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,exhaustive_oracle,3,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,exhaustive_oracle,5,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,exhaustive_oracle,10,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.1,exhaustive_oracle,20,direct_signal:1:0.1:direct,rolling_mean_4wk,direct,0,True,True,True,0.06485469129602069,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,mock_api_proposer,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,mock_api_proposer,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,mock_api_proposer,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,mock_api_proposer,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,deterministic_seed_proposer,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,deterministic_seed_proposer,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,deterministic_seed_proposer,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,deterministic_seed_proposer,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,random_candidate_proposer,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,random_candidate_proposer,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,random_candidate_proposer,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,random_candidate_proposer,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,failure_guided_proposer,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,failure_guided_proposer,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,failure_guided_proposer,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,failure_guided_proposer,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,no_observation_label_baseline,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,no_observation_label_baseline,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,no_observation_label_baseline,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,no_observation_label_baseline,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,exhaustive_oracle,3,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,exhaustive_oracle,5,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,exhaustive_oracle,10,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,1,0.15,exhaustive_oracle,20,direct_signal:1:0.15:direct,rolling_mean_4wk,direct,0,True,True,True,0.097282036944031,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,mock_api_proposer,3,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,mock_api_proposer,5,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,mock_api_proposer,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,mock_api_proposer,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,deterministic_seed_proposer,3,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,deterministic_seed_proposer,5,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,deterministic_seed_proposer,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,deterministic_seed_proposer,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,random_candidate_proposer,3,direct_signal:2:0:no_observation_direct,no_observation_search_discovery,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,random_candidate_proposer,5,direct_signal:2:0:no_observation_direct,no_observation_search_discovery,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,random_candidate_proposer,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,random_candidate_proposer,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,failure_guided_proposer,3,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,failure_guided_proposer,5,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,failure_guided_proposer,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,failure_guided_proposer,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,no_observation_label_baseline,3,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,no_observation_label_baseline,5,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,no_observation_label_baseline,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,no_observation_label_baseline,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,exhaustive_oracle,3,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,exhaustive_oracle,5,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,exhaustive_oracle,10,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.0,exhaustive_oracle,20,direct_signal:2:0:direct,rolling_mean_4wk,direct,0,True,True,True,0.0,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,mock_api_proposer,3,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,mock_api_proposer,5,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,mock_api_proposer,10,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,mock_api_proposer,20,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,deterministic_seed_proposer,3,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,deterministic_seed_proposer,5,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,deterministic_seed_proposer,10,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,deterministic_seed_proposer,20,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,random_candidate_proposer,3,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,random_candidate_proposer,5,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,random_candidate_proposer,10,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,random_candidate_proposer,20,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,failure_guided_proposer,3,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
synthetic_execution,direct_signal,2,0.05,failure_guided_proposer,5,direct_signal:2:0.05:direct,rolling_mean_4wk,direct,0,True,True,True,0.038446195029624756,True,1.0,0.0,0.0,0.0,3.0,3.0
